,title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,price_category,mileage_category
26895,Honda City Aspire 1.3 i-VTEC,3000000,Lahore,2016,120000,Petrol,Not Available,Lahore,Bronze,Local,1300,Medium,High
26896,Toyota Vitz F 1.0,1600000,Karachi,2001,245000,Petrol,Automatic,Punjab,Grey,Imported,1000,Low,High
26899,Toyota Corolla GLi 1.3,1800000,Islamabad,2006,120000,Petrol,Not Available,Punjab,Black,Local,1300,Low,High
26900,Suzuki Wagon R VXL,2500000,Faisalabad,2019,86000,Petrol,Not Available,Lahore,White,Local,1000,Medium,Medium
26901,Suzuki Mehran VXR Euro II,1425000,Lahore,2018,46000,Petrol,Not Available,Lahore,Beige,Local,800,Low,Low
26902,Suzuki Cultus EURO II,1700000,Rawalpindi,2015,90000,Petrol,Not Available,Islamabad,Graphite Grey,Local,1000,Low,Medium
26903,Honda City i-DSI,1850000,Lahore,2007,130000,Petrol,Not Available,Lahore,Taffeta White,Local,1300,Low,High
26905,Toyota Corolla GLi 1.3 VVTi,2450000,Abbottabad,2011,200000,Petrol,Not Available,Sindh,Grey,Local,1300,Medium,High
26906,Honda City Aspire Prosmatec 1.5 i-VTEC,4825000,Haroonabad,2019,30069,Petrol,Automatic,Lahore,Silver,Local,1500,High,Low
26907,Honda Civic Oriel 1.8 i-VTEC CVT,5250000,Wah cantt,2017,150000,Petrol,Automatic,Islamabad,Modern Steel Metallic,Local,1800,High,High
26908,Suzuki Mehran VXR Euro II,1000000,Hyderabad,2015,57000,Petrol,Not Available,Karachi,Gold,Local,796,Low,Medium
26911,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3200000,Karachi,2015,141000,Petrol,Automatic,Sindh,Taffeta White,Local,1800,Medium,High
26912,Toyota Vitz F 1.0,1980000,Rawalpindi,2007,110000,Petrol,Automatic,Karachi,Silver,Imported,1000,Low,High
26913,Suzuki Mehran VX,630000,Pasrur,2007,50000,Petrol,Not Available,Lahore,Blue,Local,800,Low,Low
26916,Toyota Passo X,3120000,Peshawar,2015,129000,Petrol,Automatic,Islamabad,Maroon,Imported,1000,Medium,High
26917,Suzuki Mehran VX,750000,Karachi,2010,55800,Petrol,Not Available,Sindh,Grey,Local,800,Low,Medium
26919,Suzuki Cultus VXRi,1290000,Islamabad,2010,160000,Petrol,Not Available,Lahore,Grey,Local,1000,Low,High
26921,Suzuki Mehran VX Euro II,1200000,Lahore,2015,87000,Petrol,Not Available,Un-Registered,Silky Silver,Local,796,Low,Medium
26923,Honda Civic Oriel 1.8 i-VTEC CVT,4425000,Karachi,2017,79000,Petrol,Automatic,Karachi,Taffeta White,Local,1800,High,Medium
26927,Suzuki Wagon R VXR,3180000,Lahore,2024,70,Petrol,Not Available,Un-Registered,Solid White,Local,1000,Medium,Low
26929,Suzuki Cultus EURO II,1490000,Karachi,2015,85000,Petrol,Not Available,Sindh,Grey,Local,1000,Low,Medium
26930,Toyota Prado TX L Package 2.7,31000000,Lahore,2019,40000,Petrol,Automatic,Un-Registered,Black,Imported,2700,High,Low
26932,Changan Karvaan Plus,2450000,Karachi,2022,2900,Petrol,Not Available,Karachi,White,Local,1000,Medium,Low
26934,Honda Civic VTi 1.6,1270000,Islamabad,2002,160000,Petrol,Not Available,Karachi,Black,Local,1600,Low,High
26935,Toyota Hilux Revo V Automatic 2.8,12200000,Karachi,2021,30000,Diesel,Automatic,Karachi,Super White,Local,2800,High,Low
26936,Honda Civic 1.8 i-VTEC CVT,4925000,Karachi,2017,21500,Petrol,Automatic,Karachi,Grey,Local,1800,High,Low
26937,Suzuki Alto VXL AGS,3250000,Multan,2022,2000,Petrol,Automatic,Punjab,Silver,Local,660,Medium,Low
26939,Toyota Corolla GLi 1.3,1800000,Shikar pur,2008,82000,Petrol,Not Available,Sindh,graphite grey,Local,1300,Low,Medium
26941,Honda City 1.3 i-VTEC,2750000,Lahore,2016,109000,Petrol,Not Available,Punjab,Taffeta White,Local,1300,Medium,High
26943,Toyota Vitz F 1.0,2790000,Lahore,2016,167000,Petrol,Automatic,Lahore,Blue,Imported,1000,Medium,High
26945,Toyota C-HR G-LED,8600000,Lahore,2018,76000,Hybrid,Automatic,Un-Registered,White Pearl,Imported,1800,High,Medium
26948,Honda Vezel Hybrid Z,4950000,Islamabad,2014,120000,Hybrid,Automatic,Lahore,Black,Imported,1500,High,High
26950,Honda Civic EXi,1650000,Islamabad,2004,198689,Petrol,Not Available,Islamabad,Taffeta White,Local,1500,Low,High
26953,Suzuki Wagon R VXL,3100000,Wah cantt,2022,27100,Petrol,Not Available,Islamabad,White,Local,1000,Medium,Low
26954,DFSK Glory 580 Pro,5350000,Rawalpindi,2021,41000,Petrol,Automatic,Islamabad,White,Local,1500,High,Low
26955,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,7591000,Lahore,2024,21,Petrol,Automatic,Un-Registered,Super White,Local,1800,High,Low
26957,Toyota Corolla GLi 1.3 VVTi,3625000,Faisalabad,2016,123200,Petrol,Not Available,Islamabad,Grey,Local,1300,Medium,High
26960,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3620000,Islamabad,2013,140000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,Medium,High
26963,Honda Civic Oriel 1.8 i-VTEC CVT,5700000,Islamabad,2018,70000,Petrol,Automatic,Islamabad,Burgundy,Local,1800,High,Medium
26964,Suzuki Cultus VXL,2550000,Rawalpindi,2017,132400,Petrol,Not Available,Islamabad,Beige,Local,1000,Medium,High
26965,Toyota C-HR G-LED,7200000,Lahore,2017,55000,Hybrid,Automatic,Un-Registered,Black,Imported,1800,High,Medium
26967,Changan Alsvin 1.5L DCT Lumiere,4100000,Islamabad,2022,42491,Petrol,Automatic,Islamabad,Space Gray,Local,1500,High,Low
26968,Honda Vezel Hybrid Z,5500000,Lahore,2015,75000,Hybrid,Automatic,Islamabad,Black,Imported,1500,High,Medium
26977,Suzuki Bolan VX Euro II,900000,Karachi,2014,200000,Petrol,Not Available,Sindh,Solid White,Local,800,Low,High
26978,Suzuki Mehran VXR Euro II,1400000,Multan,2018,75000,Petrol,Not Available,Multan,Graphite Grey,Local,796,Low,Medium
26979,Toyota Corolla,720000,Rawalpindi,2007,1234,Petrol,Not Available,Sindh,White,Local,1300,Low,Low
26980,Honda Vezel Hybrid Z,4580000,Lahore,2014,96000,Hybrid,Automatic,Lahore,Maroon,Imported,1500,High,Medium
26983,Toyota Corolla XLi,1650000,Swabi,2006,205000,Petrol,Not Available,Sindh,White,Local,1300,Low,High
26985,Daihatsu Mira L,3400000,Karachi,2020,38000,Petrol,Automatic,Sindh,Black,Imported,660,Medium,Low
26986,Toyota Corolla,8150000,Peshawar,2020,148000,Petrol,Automatic,Un-Registered,White,Imported,1800,High,High
26987,Suzuki Alto VXR,2400000,Karachi,2022,23000,Petrol,Not Available,Sindh,Silky Silver,Local,660,Medium,Low
26989,Suzuki Cultus VXR,720000,Karachi,2007,99999,Petrol,Not Available,Karachi,Silver,Local,1000,Low,Medium
26991,Honda Civic Oriel 1.8 i-VTEC CVT,5085000,Faisalabad,2017,75200,Petrol,Automatic,Lahore,Taffeta White,Local,1800,High,Medium
26992,Toyota Fortuner 2.8 Sigma 4,15200000,Karachi,2021,25000,Diesel,Automatic,Karachi,Black,Local,2800,High,Low
26994,Honda Civic Oriel 1.8 i-VTEC CVT,6750000,Lahore,2021,14200,Petrol,Automatic,Punjab,White,Local,1800,High,Low
26995,Suzuki Mehran VX,550000,Lahore,2006,80000,Petrol,Not Available,Lahore,Snow White Pearl,Local,800,Low,Medium
26998,Suzuki Alto VXR,2350000,Talagang,2020,87000,Petrol,Not Available,Islamabad,White,Local,660,Medium,Medium
27000,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,2475000,Lahore,2009,110000,Petrol,Automatic,Punjab,Modern Steel Metallic,Local,1800,Medium,High
27001,Honda Vezel Hybrid Z,7075000,Lahore,2018,65000,Hybrid,Automatic,Punjab,Burgundy,Imported,1500,High,Medium
27002,Toyota Corolla Altis X Automatic 1.6,5800000,Kohat,2021,35000,Petrol,Automatic,Islamabad,White,Local,1600,High,Low
27003,Honda Civic VTi Oriel Prosmatec 1.6,1590000,Lahore,2004,250000,Petrol,Automatic,Punjab,Black,Local,1600,Low,High
27004,Toyota Corolla GLi 1.3 VVTi,3500000,Burewala,2015,155000,Petrol,Not Available,Lahore,Grey Graphite,Local,1300,Medium,High
27005,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3000000,Islamabad,2011,98000,Petrol,Automatic,Islamabad,Grey,Local,1800,Medium,Medium
27006,Toyota Corolla XLi VVTi,2400000,Islamabad,2012,221032,Petrol,Not Available,Lahore,Attitude Black,Local,1300,Medium,High
27007,Daihatsu Mira L,3100000,Islamabad,2019,43373,Petrol,Automatic,Un-Registered,Turquoise,Imported,660,Medium,Low
27008,Hyundai Sonata 2.5,10500000,Karachi,2022,8000,Petrol,Automatic,Karachi,White,Local,2500,High,Low
27009,Toyota Corolla XE,1450000,Charsadda,1994,11111,Petrol,Not Available,Faisalabad,Grey,Local,1300,Low,Low
27012,Honda Civic Oriel 1.8 i-VTEC CVT,7200000,Mirpur ak,2021,22000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Low
27013,Honda City 1.3 i-VTEC,3400000,Lahore,2016,160000,Petrol,Not Available,Punjab,Silver,Local,1300,Medium,High
27014,Suzuki Mehran VXR,409999,Islamabad,1995,65000,Petrol,Not Available,Sindh,Gray Metallic,Local,800,Low,Medium
27016,Honda Civic Oriel 1.8 i-VTEC CVT,5200000,Multan,2017,60100,Petrol,Automatic,Lahore,Silver,Local,1800,High,Medium
27017,Suzuki Baleno JXR,1185000,Lahore,2005,117000,Petrol,Not Available,Punjab,Silver,Local,1300,Low,High
27018,Suzuki Cultus VXL,1100000,Karachi,2002,111111,Petrol,Not Available,Sindh,Green,Local,1300,Low,High
27019,Suzuki Cultus VXL,3300000,Rahim yar khan,2021,60000,Petrol,Not Available,Islamabad,White,Local,1000,Medium,Medium
27020,Suzuki Mehran VXR Euro II,1250000,Lahore,2015,111111,Petrol,Not Available,Punjab,Graphite Grey,Local,796,Low,High
27021,Honda City 1.3 i-VTEC Prosmatec,3900000,Wah cantt,2019,66000,Petrol,Automatic,Islamabad,White,Local,1300,Medium,Medium
27023,Suzuki Alto VXR (CNG),1065000,Islamabad,2010,168000,Petrol,Not Available,Islamabad,Graphite Grey,Local,1000,Low,High
27025,Suzuki Swift DLX 1.3,1975000,Rawalpindi,2013,152111,Petrol,Not Available,Islamabad,Grey,Local,1300,Low,High
27027,Suzuki Mehran VX,450000,Bhakkar,2002,123456,Petrol,Not Available,Faisalabad,White,Local,800,Low,High
27029,Toyota Corolla XLi,2550000,Jand,2008,12345,Petrol,Not Available,Lahore,Black,Local,1300,Medium,Low
27030,Toyota Aqua S,4600000,Abbottabad,2016,145000,Hybrid,Automatic,Islamabad,White,Imported,1500,High,High
27031,Toyota Yaris ATIV X CVT 1.5,4850000,Rawalpindi,2021,34300,Petrol,Automatic,Islamabad,Black,Local,1500,High,Low
27032,Hyundai Tucson AWD A/T Ultimate,7350000,Karachi,2021,55000,Petrol,Automatic,Karachi,Polar White,Local,2000,High,Medium
27035,Suzuki Mehran VX (CNG),745000,Rawalpindi,2008,98000,Petrol,Not Available,Un-Registered,Solid White,Local,800,Low,Medium
27036,Suzuki Alto VXR (CNG),850000,Rawalpindi,2005,123456,Petrol,Not Available,Islamabad,Silky Silver,Local,1000,Low,High
27037,Suzuki Cultus VXR,1040000,Peshawar,2007,123456,Petrol,Not Available,Peshawar,White,Local,1000,Low,High
27038,Toyota Corolla Altis Grande CVT-i 1.8,3900000,Karachi,2014,140000,Petrol,Automatic,Karachi,Attitude Black,Local,1800,Medium,High
27042,Toyota Corolla GLi 1.3 VVTi,3550000,Gujrat,2015,75000,Petrol,Not Available,Lahore,Black,Local,1300,Medium,Medium
27043,Toyota Corolla XE,1070000,Sialkot,1999,211000,Petrol,Not Available,Karachi,Turquoise,Local,1300,Low,High
27044,Honda City i-DSI,2080000,Islamabad,2007,139000,Petrol,Not Available,Islamabad,Black,Local,1300,Low,High
27047,Toyota Corolla GLi 1.3 VVTi,3800000,Khanewal,2017,130000,Petrol,Not Available,Lahore,Black,Local,1300,Medium,High
27048,MG HS Trophy,6625000,Karachi,2022,21000,Petrol,Automatic,Karachi,White,Local,1500,High,Low
27049,Toyota Corolla GLi 1.3 VVTi,4250000,Khanpur,2019,55000,Petrol,Not Available,Karachi,Black,Local,1300,High,Medium
27050,Honda Civic EXi,950000,Karachi,1996,268000,Petrol,Not Available,Karachi,White,Local,1500,Low,High
27051,Honda Vezel Hybrid Z,5800000,Lahore,2016,80000,Hybrid,Automatic,Punjab,Black,Imported,1500,High,Medium
27058,Toyota Corolla GLi Automatic 1.3 VVTi,3900000,Gujranwala,2017,101000,Petrol,Automatic,Lahore,Silver,Local,1300,Medium,High
27059,Suzuki Wagon R Hybrid FX,3490000,Islamabad,2020,17900,Hybrid,Automatic,Islamabad,White,Imported,660,Medium,Low
27060,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3800000,Sargodha,2014,92000,Petrol,Automatic,Islamabad,Black,Local,1800,Medium,Medium
27063,Honda City 1.3 i-VTEC,2250000,Khanewal,2010,120000,Petrol,Not Available,Sindh,Modern Steel Metallic,Local,1300,Medium,High
27065,Suzuki Cultus VXL,740000,Islamabad,2002,22222,Petrol,Not Available,Punjab,Maroon,Local,1000,Low,Low
27066,Suzuki Mehran VXR Euro II,1125000,Toba tek singh,2015,12345,Petrol,Not Available,Lahore,White,Local,800,Low,Low
27067,Daihatsu Mira X SA lll,4100000,Karachi,2021,61,Petrol,Automatic,Un-Registered,Black,Imported,660,High,Low
27068,Daihatsu Mira X SA lll,3650000,Karachi,2020,10000,Petrol,Automatic,Un-Registered,Blue,Imported,660,Medium,Low
27069,Suzuki Bolan VX Euro II,900000,Sargodha,2015,40000,Petrol,Not Available,Sargodha,Green,Local,800,Low,Low
27070,Toyota Corolla GLi 1.3 VVTi,3479999,Dgkhan,2017,180000,Petrol,Not Available,Sindh,White,Local,1300,Medium,High
27072,Honda Civic VTi 1.8 i-VTEC,2850000,Rawalpindi,2013,108000,Petrol,Automatic,Rawalpindi,Silver,Local,1800,Medium,High
27073,Suzuki Alto VXL AGS,2650000,Islamabad,2020,74000,Petrol,Automatic,Islamabad,White,Local,660,Medium,Medium
27076,Suzuki Wagon R VXL,1600000,Hafizabad,2015,198000,Petrol,Not Available,Islamabad,Indigo,Local,1000,Low,High
27078,Suzuki Mehran VX Euro II,1080000,Bhakkar,2012,1234,Petrol,Not Available,Multan,White,Local,800,Low,Low
27079,Toyota Corolla Altis Automatic 1.6,5110000,Rahim yar khan,2018,84049,Petrol,Automatic,Karachi,White,Local,1600,High,Medium
27081,Toyota Aqua G,5690000,Lahore,2017,53000,Hybrid,Automatic,Punjab,Grey,Imported,1500,High,Medium
27083,Toyota Corolla XLi VVTi,2450000,Peshawar,2010,123456,Petrol,Not Available,Punjab,White,Local,1300,Medium,High
27084,Toyota Corolla,500000,Lahore,2007,99999,Petrol,Not Available,Dera ismail khan,Red,Imported,1300,Low,Medium
27085,Toyota Corolla SE Limited,1520000,Wah cantt,1993,123456,Petrol,Automatic,Islamabad,Blue,Imported,1500,Low,High
27088,Honda Civic Oriel 1.8 i-VTEC CVT,4680000,Islamabad,2017,98000,Petrol,Automatic,Islamabad,Indigo,Local,1800,High,Medium
27090,Suzuki Alto VXR,1150000,Khan bela,2011,145000,Petrol,Not Available,Multan,Silver,Local,1000,Low,High
27092,Toyota Prado TX 2.7,9500000,Multan,2008,198000,Petrol,Automatic,Lahore,Crystal Pearl,Imported,2700,High,High
27093,Toyota Passo X,3429999,Islamabad,2017,98000,Petrol,Automatic,Islamabad,White,Imported,1000,Medium,Medium
27094,Suzuki Cultus VXL,3700000,Bahawalpur,2022,38000,Petrol,Not Available,Punjab,Grey,Local,1000,Medium,Low
27095,Toyota Vitz F 1.0,2950000,Islamabad,2014,110000,Petrol,Automatic,Islamabad,White,Imported,1000,Medium,High
27096,Suzuki Alto VXL AGS,3040000,Dgkhan,2023,17000,Petrol,Automatic,Punjab,Solid White,Local,660,Medium,Low
27098,Suzuki Swift DLX Automatic 1.3 Navigation,3080000,Karachi,2021,52000,Petrol,Automatic,Karachi,White,Local,1300,Medium,Medium
27102,Suzuki Cultus VXR,935000,Faisalabad,2006,70000,Petrol,Not Available,Faisalabad,Silver,Local,1000,Low,Medium
27103,Toyota Vitz F 1.0,1450000,Peshawar,1999,185000,Petrol,Automatic,Lahore,Gold,Imported,1000,Low,High
27104,Haval H6 HEV,12600000,Multan,2024,50,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500,High,Low
27105,Honda City i-DSI,1510000,Khurian wala,2005,355201,Petrol,Not Available,Lahore,Taffeta White,Local,1300,Low,High
27107,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,7350000,Karachi,2023,6000,Petrol,Automatic,Sindh,Attitude Black,Local,1800,High,Low
27108,Toyota Corolla Altis Grande CVT-i 1.8,4350000,Lahore,2016,121000,Petrol,Automatic,Lahore,White,Local,1800,High,High
27112,Honda Civic VTi 1.8 i-VTEC,2100000,Karachi,2010,130000,Petrol,Not Available,Sindh,Silver,Local,1800,Low,High
27113,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,7125000,Islamabad,2022,12500,Petrol,Automatic,Islamabad,White,Local,1800,High,Low
27118,Toyota Corolla GLi 1.3 VVTi,4425000,Sialkot,2018,44500,Petrol,Not Available,Lahore,White,Local,1300,High,Low
27119,Toyota Aqua G,4100000,Rawalpindi,2015,70000,Hybrid,Automatic,Islamabad,Silver,Local,1500,High,Medium
27120,KIA Sportage AWD,7300000,Hyderabad,2021,42900,Petrol,Automatic,Karachi,White,Local,2000,High,Low
27122,Suzuki Bolan VX Euro II,1939999,Islamabad,2024,1,Petrol,Not Available,Un-Registered,Solid White,Local,800,Low,Low
27123,Suzuki Mehran VX,810000,Islamabad,2007,58000,Petrol,Not Available,Islamabad,Snow White Pearl,Local,800,Low,Medium
27124,Toyota Corolla SE Limited,1550000,Peshawar,1991,19000,Petrol,Automatic,Peshawar,White,Local,1500,Low,Low
27127,Suzuki Alto VXR,2280000,Rahim yar khan,2021,38000,Petrol,Not Available,Sindh,Silky Silver,Local,660,Medium,Low
27128,Honda City 1.3 i-VTEC,2350000,Sargodha,2009,138000,Petrol,Not Available,Punjab,Black,Local,1300,Medium,High
27132,Suzuki Cultus EURO II,1550000,Hyderabad,2015,95000,Petrol,Not Available,Sindh,White,Local,1000,Low,Medium
27134,Daihatsu Mira L,3270000,Karachi,2020,60000,Petrol,Automatic,Un-Registered,Blue,Imported,660,Medium,Medium
27137,Toyota Vitz F 1.0,1700000,Peshawar,1999,100000,Petrol,Automatic,Punjab,Silver,Imported,1000,Low,Medium
27138,Toyota Aqua S,3279999,Islamabad,2013,152696,Hybrid,Automatic,Lahore,Yellow,Imported,1500,Medium,High
27140,Suzuki Alto VX,850000,Mansehra,2011,70000,Petrol,Not Available,Multan,Black,Local,1000,Low,Medium
27142,Suzuki Mehran VXR Euro II,1650000,Lahore,2017,82500,Petrol,Not Available,Lahore,Silky Silver,Local,796,Low,Medium
27143,Toyota Corolla GLi 1.3 VVTi,3540000,Gujrat,2017,12400,Petrol,Not Available,Lahore,Silver,Local,1300,Medium,Low
27144,Honda City 1.3 i-VTEC,3900000,Karachi,2020,23000,Petrol,Not Available,Karachi,Black,Local,1300,Medium,Low
27145,Toyota Corolla Altis Automatic 1.6,3800000,Lahore,2015,127000,Petrol,Automatic,Lahore,Strong Blue,Local,1600,Medium,High
27147,Toyota Corolla,1500000,Quetta,2006,123456,Petrol,Not Available,Sindh,White,Local,1300,Low,High
27148,Suzuki Mehran VXR Euro II,950000,Sahiwal,2013,90000,Petrol,Not Available,Punjab,White,Local,800,Low,Medium
27149,Honda Civic VTi Oriel Prosmatec 1.6,1175000,Islamabad,2002,123456,Petrol,Automatic,Sindh,White,Local,1600,Low,High
27150,Toyota Prado TX L Package 2.7,28000000,Lahore,2019,55000,Petrol,Automatic,Un-Registered,White,Imported,2700,High,Medium
27151,Daihatsu Mira L,1075000,Karachi,2007,100000,Petrol,Automatic,Karachi,White,Imported,660,Low,Medium
27153,Suzuki Mehran VX (CNG),780000,Islamabad,2011,12345,Petrol,Not Available,Punjab,Solid White,Local,800,Low,Low
27155,Toyota Corolla Altis Automatic 1.6,4425000,Lahore,2018,42000,Petrol,Automatic,Lahore,White,Local,1600,High,Low
27157,Honda City Aspire Prosmatec 1.5 i-VTEC,4150000,Multan,2020,35000,Petrol,Automatic,Punjab,Taffeta White,Local,1500,High,Low
27158,Toyota Corolla Altis Automatic 1.6,4400000,Karachi,2018,75000,Petrol,Automatic,Karachi,Super White,Local,1600,High,Medium
27159,KIA Sportage AWD,6500000,Karachi,2020,15000,Petrol,Automatic,Karachi,White,Local,2000,High,Low
27161,Daihatsu Mira,3400000,Lahore,2020,114000,Petrol,Automatic,Un-Registered,White,Imported,660,Medium,High
27163,Toyota Corolla,1850000,Peshawar,1997,188,Petrol,Automatic,Punjab,White,Imported,1600,Low,Low
27167,Suzuki Wagon R VXL,1925000,Dgkhan,2016,70000,Petrol,Not Available,Sindh,Solid White,Local,1000,Low,Medium
27168,Toyota Corolla Altis Grande X CVT-i 1.8 Black Interior,7931000,Lahore,2024,30,Petrol,Automatic,Un-Registered,Black,Local,1800,High,Low
27171,Toyota Vitz F 1.0,1689999,Lahore,2005,134000,Petrol,Automatic,Lahore,White,Imported,1000,Low,High
27172,Changan Alsvin 1.5L DCT Lumiere,3900000,Lahore,2022,39000,Petrol,Automatic,Lahore,Steller White,Local,1500,Medium,Low
27173,Suzuki Mehran VX (CNG),780000,Islamabad,2007,40000,Petrol,Not Available,Lahore,Blue,Local,800,Low,Low
27174,Suzuki Cultus VXRi,1450000,Faisalabad,2014,60000,Petrol,Not Available,Lahore,White,Local,1000,Low,Medium
27176,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3475000,Gujranwala,2014,197000,Petrol,Automatic,Lahore,White,Local,1800,Medium,High
27177,Honda City 1.3 i-VTEC Prosmatec,3350000,Karachi,2017,55000,Petrol,Automatic,Sindh,White,Local,1300,Medium,Medium
27179,Honda City 1.3 i-VTEC Prosmatec,3675000,Lahore,2019,50000,Petrol,Automatic,Lahore,Taffeta White,Local,1300,Medium,Low
27180,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,6275000,Faisalabad,2021,39300,Petrol,Automatic,Islamabad,Super White,Local,1800,High,Low
27182,KIA Sportage FWD,7800000,Fort abbass,2022,25000,Petrol,Automatic,Punjab,Black,Local,2000,High,Low
27183,Toyota Prado TX L Package 2.7,16399999,Lahore,2011,82000,Petrol,Automatic,Lahore,Attitude Black Mica,Imported,2700,High,Medium
27186,Suzuki Cultus EURO II,1550000,Lahore,2016,38000,Petrol,Not Available,Lahore,White,Local,1000,Low,Low
27187,Suzuki Khyber,600000,Islamabad,1999,90000,Petrol,Not Available,Punjab,White,Local,1000,Low,Medium
27189,Suzuki Mehran VXR,530000,Chichawatni,2003,67000,Petrol,Not Available,Faisalabad,Snow White Pearl,Local,800,Low,Medium
27191,Honda Civic 1.8 i-VTEC CVT,4600000,Karachi,2018,40000,Petrol,Automatic,Sindh,Burgundy,Local,1800,High,Low
27192,Honda Civic Oriel 1.8 i-VTEC CVT,6500000,Islamabad,2021,36524,Petrol,Automatic,Islamabad,Silver,Local,1800,High,Low
27193,Honda Civic VTi Oriel 1.6,1285000,Abbottabad,2000,186000,Petrol,Not Available,Sindh,Silver,Local,1600,Low,High
27194,Toyota Corolla GLi Automatic 1.3 VVTi,3650000,Hyderabad,2016,80000,Petrol,Automatic,Sindh,Silver Metallic,Local,1300,Medium,Medium
27197,Honda Civic Oriel 1.8 i-VTEC CVT,6150000,Islamabad,2020,65000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Medium
27198,Suzuki Mehran VX,750000,Faisalabad,2010,40000,Petrol,Not Available,Faisalabad,Snow White Pearl,Local,800,Low,Low
27201,Honda Civic Oriel 1.8 i-VTEC CVT,6300000,Karachi,2021,55000,Petrol,Automatic,Karachi,White,Local,1800,High,Medium
27207,Suzuki Mehran VX,500000,Rawalpindi,2006,123455,Petrol,Not Available,Lahore,White,Local,800,Low,High
27208,Toyota Aqua S,5150000,Karachi,2017,93087,Hybrid,Automatic,Sindh,White,Imported,1500,High,Medium
27209,Toyota Land Cruiser ZX,51000000,Karachi,2019,29000,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,4600,High,Low
27211,Suzuki Alto VXR,2295000,Lahore,2020,115000,Petrol,Not Available,Punjab,Solid White,Local,660,Medium,High
27212,Toyota Corolla XLi VVTi,2250000,Multan,2010,100000,Petrol,Not Available,Multan,White,Local,1300,Medium,Medium
27214,Toyota Prado TX 2.7,26200000,Karachi,2020,25000,Petrol,Automatic,Un-Registered,Attitude Black Mica,Imported,2700,High,Low
27219,Toyota Corolla,1500000,Rawalpindi,1991,150000,Petrol,Not Available,Islamabad,White,Imported,1600,Low,High
27221,Suzuki Wagon R VXL,2350000,Islamabad,2018,75000,Petrol,Not Available,Lahore,Solid White,Local,1000,Medium,Medium
27226,Honda N Wgn G,3625000,Karachi,2021,17000,Petrol,Automatic,Karachi,Black,Imported,660,Medium,Low
27229,Suzuki Mehran VXR Euro II,1460000,Karachi,2019,58000,Petrol,Not Available,Karachi,Gold,Local,800,Low,Medium
27234,Toyota Corolla GLi 1.3,2575000,Islamabad,2007,125000,Petrol,Not Available,Islamabad,White,Local,1300,Medium,High
27235,Honda Civic Oriel 1.8 i-VTEC CVT,5450000,Wah cantt,2018,69000,Petrol,Automatic,Islamabad,Crystal Black,Local,1800,High,Medium
27236,Honda City Aspire 1.5 i-VTEC,3350000,Islamabad,2018,106000,Petrol,Not Available,Islamabad,Taffeta White,Local,1500,Medium,High
27237,Honda N Wgn G,3690000,Islamabad,2022,10000,Petrol,Automatic,Un-Registered,Beige,Imported,660,Medium,Low
27238,KIA Sportage AWD,7175000,Gujranwala,2020,22000,Petrol,Automatic,Lahore,White,Local,2000,High,Low
27239,Toyota Fortuner 2.7 VVTi,12900000,Karachi,2021,2000,Petrol,Automatic,Karachi,Phantom Brown,Local,2700,High,Low
27240,Suzuki Mehran VXR Euro II,1025000,Faisalabad,2015,58000,Petrol,Not Available,Sindh,White,Local,800,Low,Medium
27243,Toyota Corolla GLi Automatic 1.3 VVTi,3700000,Islamabad,2015,94000,Petrol,Automatic,Islamabad,Attitude Black,Local,1300,Medium,Medium
27245,Changan Alsvin 1.5L DCT Lumiere,3650000,Bahawalpur,2021,65000,Petrol,Automatic,Punjab,Steller White,Imported,1500,Medium,Medium
27246,Suzuki Swift DLX 1.3,1985000,Lahore,2012,170000,Petrol,Not Available,Punjab,Maroon,Local,1300,Low,High
27249,Suzuki Cultus Auto Gear Shift,3180000,Islamabad,2018,165000,Petrol,Automatic,Islamabad,White,Local,1000,Medium,High
27250,Suzuki Mehran VX,615000,Islamabad,2004,125000,Petrol,Not Available,Islamabad,White,Local,800,Low,High
27251,Toyota Prado TX 2.7,22000000,Lahore,2016,47000,Petrol,Automatic,Punjab,Attitude Black Mica,Imported,2700,High,Low
27253,Honda Civic 1.8 i-VTEC CVT,6150000,Faisalabad,2020,54087,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Medium
27254,Suzuki Alto VXR,650000,Rahim yar khan,2006,200000,Petrol,Not Available,Sindh,Graphite Grey,Local,1000,Low,High
